sample,Source,Tissue,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-CZ-4856-01,TCGA Tumor,kidney,KIRC,4.0430336,23.08011,30,42
TCGA-CJ-4638-01,TCGA Tumor,kidney,KIRC,3.6647532,22.772327,30,42
TCGA-MW-A4EC-01,TCGA Tumor,kidney,KIRC,2.6732388,22.743408,30,42
TCGA-B0-5706-11,TCGA Normal,kidney,KIRC,2.3454585,21.545694,30,42
TCGA-CW-6097-01,TCGA Tumor,kidney,KIRC,4.4720826,23.472128,30,42
TCGA-BP-4351-01,TCGA Tumor,kidney,KIRC,1.7476716,22.644314,30,42
TCGA-BP-5192-01,TCGA Tumor,kidney,KIRC,2.9679422,22.44195,30,42
TCGA-CJ-5676-01,TCGA Tumor,kidney,KIRC,4.177916,23.071476,30,42
TCGA-A3-3373-01,TCGA Tumor,kidney,KIRC,4.754058,23.520523,30,42
TCGA-CJ-4637-01,TCGA Tumor,kidney,KIRC,4.647471,23.175014,30,42
TCGA-BP-4343-01,TCGA Tumor,kidney,KIRC,4.4747443,21.568102,30,42
TCGA-CZ-5465-01,TCGA Tumor,kidney,KIRC,4.172114,21.639957,30,42
TCGA-BP-5199-01,TCGA Tumor,kidney,KIRC,1.7632816,22.57603,30,42
TCGA-CJ-4887-01,TCGA Tumor,kidney,KIRC,4.0545406,23.147112,30,42
TCGA-B0-4837-01,TCGA Tumor,kidney,KIRC,3.9732275,23.20289,30,42
TCGA-B0-4710-01,TCGA Tumor,kidney,KIRC,3.6460483,22.786179,30,42
TCGA-BP-4338-01,TCGA Tumor,kidney,KIRC,4.669175,23.236912,30,42
TCGA-BP-4176-01,TCGA Tumor,kidney,KIRC,4.428444,23.428291,30,42
TCGA-B0-4817-01,TCGA Tumor,kidney,KIRC,3.5897512,23.070856,30,42
TCGA-A3-3307-01,TCGA Tumor,kidney,KIRC,4.741678,23.482918,30,42
TCGA-CW-5589-11,TCGA Normal,kidney,KIRC,2.3328226,21.355541,30,42
TCGA-A3-3347-01,TCGA Tumor,kidney,KIRC,4.6212826,21.477335,30,42
TCGA-BP-4329-01,TCGA Tumor,kidney,KIRC,4.549263,23.52007,30,42
TCGA-BP-4976-01,TCGA Tumor,kidney,KIRC,3.787888,23.029367,30,42
TCGA-B0-5106-01,TCGA Tumor,kidney,KIRC,3.7344062,23.03656,30,42
TCGA-CJ-4870-01,TCGA Tumor,kidney,KIRC,4.5679045,21.594896,30,42
TCGA-CJ-5686-01,TCGA Tumor,kidney,KIRC,4.7893953,22.858027,30,42
TCGA-CZ-4864-01,TCGA Tumor,kidney,KIRC,4.406632,21.444387,30,42
TCGA-B0-5703-01,TCGA Tumor,kidney,KIRC,4.8965445,22.61312,30,42
TCGA-AK-3433-01,TCGA Tumor,kidney,KIRC,2.4790874,22.677908,30,42
TCGA-AK-3434-01,TCGA Tumor,kidney,KIRC,4.4958143,21.689545,30,42
TCGA-BP-4164-01,TCGA Tumor,kidney,KIRC,4.706033,22.434153,30,42
TCGA-B8-4622-11,TCGA Normal,kidney,KIRC,3.2776477,22.02791,30,42
TCGA-BP-5173-01,TCGA Tumor,kidney,KIRC,4.5266976,21.623161,30,42
TCGA-B4-5832-01,TCGA Tumor,kidney,KIRC,4.6785536,22.568094,30,42
TCGA-CZ-5457-11,TCGA Normal,kidney,KIRC,2.3248053,21.569447,30,42
TCGA-AS-3777-01,TCGA Tumor,kidney,KIRC,2.4363513,22.366962,30,42
TCGA-CJ-5680-11,TCGA Normal,kidney,KIRC,2.8335824,22.43486,30,42
TCGA-CZ-5469-11,TCGA Normal,kidney,KIRC,2.0684867,21.792978,30,42
TCGA-CZ-5457-01,TCGA Tumor,kidney,KIRC,4.9266925,22.61353,30,42
TCGA-BP-4782-01,TCGA Tumor,kidney,KIRC,4.547064,23.495325,30,42
TCGA-CZ-5986-01,TCGA Tumor,kidney,KIRC,4.706659,23.541735,30,42
TCGA-B8-5546-01,TCGA Tumor,kidney,KIRC,3.574659,22.995026,30,42
TCGA-B0-5695-01,TCGA Tumor,kidney,KIRC,4.5005,21.775913,30,42
TCGA-CZ-5463-11,TCGA Normal,kidney,KIRC,2.370796,21.417004,30,42
TCGA-CW-5588-01,TCGA Tumor,kidney,KIRC,4.665294,23.488419,30,42
TCGA-BP-4967-01,TCGA Tumor,kidney,KIRC,4.7583895,23.438654,30,42
TCGA-CZ-5466-11,TCGA Normal,kidney,KIRC,2.8930535,22.48618,30,42
TCGA-AK-3443-01,TCGA Tumor,kidney,KIRC,2.5920553,22.658716,30,42
TCGA-BP-5178-01,TCGA Tumor,kidney,KIRC,4.45087,23.026524,30,42
TCGA-B8-5551-01,TCGA Tumor,kidney,KIRC,4.6672897,22.389471,30,42
TCGA-B0-5812-01,TCGA Tumor,kidney,KIRC,3.8403604,22.04205,30,42
TCGA-B4-5835-01,TCGA Tumor,kidney,KIRC,4.0332623,23.054337,30,42
TCGA-B2-4099-01,TCGA Tumor,kidney,KIRC,4.5389066,22.102827,30,42
TCGA-CJ-5689-11,TCGA Normal,kidney,KIRC,2.2019835,21.540909,30,42
TCGA-DV-5573-01,TCGA Tumor,kidney,KIRC,2.9709785,21.803198,30,42
TCGA-B0-4718-01,TCGA Tumor,kidney,KIRC,4.4194937,21.840828,30,42
TCGA-CW-5587-11,TCGA Normal,kidney,KIRC,1.9527439,21.715702,30,42
TCGA-B0-4846-01,TCGA Tumor,kidney,KIRC,4.7476053,23.524603,30,42
TCGA-T7-A92I-01,TCGA Tumor,kidney,KIRC,2.8983095,22.499279,30,42
TCGA-B0-5701-01,TCGA Tumor,kidney,KIRC,4.8688936,22.700579,30,42
TCGA-BP-5195-01,TCGA Tumor,kidney,KIRC,4.7749796,23.005003,30,42
TCGA-B0-5713-01,TCGA Tumor,kidney,KIRC,4.722386,23.51784,30,42
TCGA-B8-A8YJ-01,TCGA Tumor,kidney,KIRC,4.3806944,23.420782,30,42
TCGA-B0-4849-01,TCGA Tumor,kidney,KIRC,4.1019096,23.060228,30,42
TCGA-BP-4763-01,TCGA Tumor,kidney,KIRC,4.7060366,22.35627,30,42
TCGA-BP-5176-01,TCGA Tumor,kidney,KIRC,4.1808,23.178074,30,42
TCGA-B0-4823-01,TCGA Tumor,kidney,KIRC,4.0635242,23.017778,30,42
TCGA-B0-5084-01,TCGA Tumor,kidney,KIRC,4.078095,23.135845,30,42
TCGA-BP-4991-01,TCGA Tumor,kidney,KIRC,3.924751,23.273294,30,42
TCGA-B2-4102-01,TCGA Tumor,kidney,KIRC,4.102248,22.416727,30,42
TCGA-CZ-4861-01,TCGA Tumor,kidney,KIRC,4.7849655,22.373665,30,42
TCGA-B8-5164-01,TCGA Tumor,kidney,KIRC,-5.0446754,4.159502,30,42
TCGA-BP-4768-01,TCGA Tumor,kidney,KIRC,4.5886846,22.451796,30,42
TCGA-BP-4771-01,TCGA Tumor,kidney,KIRC,4.1793823,23.0139,30,42
TCGA-CZ-5468-01,TCGA Tumor,kidney,KIRC,4.2787514,23.454298,30,42
TCGA-AK-3425-01,TCGA Tumor,kidney,KIRC,3.970507,21.69035,30,42
TCGA-BP-4784-01,TCGA Tumor,kidney,KIRC,2.4280128,22.646414,30,42
TCGA-BP-4341-01,TCGA Tumor,kidney,KIRC,4.401707,21.808111,30,42
TCGA-A3-3320-01,TCGA Tumor,kidney,KIRC,3.231054,23.028624,30,42
TCGA-B0-4852-01,TCGA Tumor,kidney,KIRC,4.5724754,21.430044,30,42
TCGA-B8-A54E-01,TCGA Tumor,kidney,KIRC,1.8484633,22.22659,30,42
TCGA-DV-5565-01,TCGA Tumor,kidney,KIRC,4.2714686,21.87571,30,42
TCGA-A3-3358-11,TCGA Normal,kidney,KIRC,2.2473128,21.394852,30,42
TCGA-B0-4824-01,TCGA Tumor,kidney,KIRC,4.337118,23.434145,30,42
TCGA-A3-3372-01,TCGA Tumor,kidney,KIRC,4.71934,22.482134,30,42
TCGA-A3-3335-01,TCGA Tumor,kidney,KIRC,4.709622,22.649979,30,42
TCGA-BP-4758-01,TCGA Tumor,kidney,KIRC,3.4735973,22.962717,30,42
TCGA-BP-4170-01,TCGA Tumor,kidney,KIRC,4.747031,23.541847,30,42
TCGA-AK-3451-01,TCGA Tumor,kidney,KIRC,4.1088185,23.244228,30,42
TCGA-A3-A6NN-01,TCGA Tumor,kidney,KIRC,4.721867,23.433964,30,42
TCGA-BP-4335-01,TCGA Tumor,kidney,KIRC,4.4356065,22.5497,30,42
TCGA-B0-5698-01,TCGA Tumor,kidney,KIRC,4.816373,23.088152,30,42
TCGA-CZ-5988-11,TCGA Normal,kidney,KIRC,2.314134,21.442606,30,42
TCGA-B0-4693-01,TCGA Tumor,kidney,KIRC,2.996039,21.998945,30,42
TCGA-BP-5000-01,TCGA Tumor,kidney,KIRC,3.2876084,22.794514,30,42
TCGA-BP-4787-01,TCGA Tumor,kidney,KIRC,4.614708,22.326118,30,42
TCGA-B2-5636-01,TCGA Tumor,kidney,KIRC,2.5423217,22.644548,30,42
TCGA-B0-5108-01,TCGA Tumor,kidney,KIRC,3.9274042,23.38131,30,42
TCGA-BP-5168-01,TCGA Tumor,kidney,KIRC,4.885586,22.591127,30,42
TCGA-B0-4699-01,TCGA Tumor,kidney,KIRC,2.556804,21.921337,30,42
TCGA-BP-4331-01,TCGA Tumor,kidney,KIRC,3.493094,21.746824,30,42
TCGA-BP-5009-01,TCGA Tumor,kidney,KIRC,4.4387193,23.247519,30,42
TCGA-B4-5838-01,TCGA Tumor,kidney,KIRC,4.379688,23.469746,30,42
TCGA-A3-3380-01,TCGA Tumor,kidney,KIRC,3.404783,21.762506,30,42
TCGA-BP-5006-01,TCGA Tumor,kidney,KIRC,4.9844117,22.692299,30,42
TCGA-BP-4961-01,TCGA Tumor,kidney,KIRC,4.077562,22.37488,30,42
TCGA-A3-3362-01,TCGA Tumor,kidney,KIRC,3.679153,21.716433,30,42
TCGA-AK-3447-01,TCGA Tumor,kidney,KIRC,2.4229524,22.52598,30,42
TCGA-B8-4620-01,TCGA Tumor,kidney,KIRC,4.403561,21.594923,30,42
TCGA-CJ-4886-01,TCGA Tumor,kidney,KIRC,4.75635,23.520945,30,42
TCGA-CJ-4904-01,TCGA Tumor,kidney,KIRC,4.6255016,21.419527,30,42
TCGA-BP-5175-01,TCGA Tumor,kidney,KIRC,4.4572644,21.755861,30,42
TCGA-B8-4153-01,TCGA Tumor,kidney,KIRC,4.183591,21.89576,30,42
TCGA-B4-5834-01,TCGA Tumor,kidney,KIRC,3.4096699,21.806627,30,42
TCGA-DV-5567-01,TCGA Tumor,kidney,KIRC,2.5084682,22.22007,30,42
TCGA-CJ-6033-01,TCGA Tumor,kidney,KIRC,4.010781,23.300617,30,42
TCGA-B0-5121-01,TCGA Tumor,kidney,KIRC,4.2279615,23.093613,30,42
TCGA-BP-4345-01,TCGA Tumor,kidney,KIRC,4.2580943,22.897894,30,42
TCGA-CJ-4916-01,TCGA Tumor,kidney,KIRC,4.267695,23.348204,30,42
TCGA-BP-5181-01,TCGA Tumor,kidney,KIRC,3.2530582,22.459166,30,42
TCGA-A3-3365-01,TCGA Tumor,kidney,KIRC,4.541425,21.388092,30,42
TCGA-A3-3382-01,TCGA Tumor,kidney,KIRC,4.579078,22.354027,30,42
TCGA-B0-5113-01,TCGA Tumor,kidney,KIRC,4.945228,22.551088,30,42
TCGA-DV-5566-01,TCGA Tumor,kidney,KIRC,3.8161428,23.292896,30,42
TCGA-CW-5591-01,TCGA Tumor,kidney,KIRC,2.254246,22.168997,30,42
TCGA-CZ-5989-01,TCGA Tumor,kidney,KIRC,4.631004,22.676401,30,42
TCGA-B0-4843-01,TCGA Tumor,kidney,KIRC,4.5266957,21.485987,30,42
TCGA-BP-4355-01,TCGA Tumor,kidney,KIRC,2.784041,22.801315,30,42
TCGA-B0-5085-01,TCGA Tumor,kidney,KIRC,3.7542934,23.024645,30,42
TCGA-CZ-5470-01,TCGA Tumor,kidney,KIRC,4.4806232,22.42867,30,42
TCGA-B0-5705-01,TCGA Tumor,kidney,KIRC,4.914741,23.041613,30,42
TCGA-A3-3357-01,TCGA Tumor,kidney,KIRC,4.561374,23.502285,30,42
TCGA-CZ-4865-11,TCGA Normal,kidney,KIRC,1.9855299,21.712593,30,42
TCGA-BP-4977-01,TCGA Tumor,kidney,KIRC,4.3012414,23.43284,30,42
TCGA-CZ-5453-01,TCGA Tumor,kidney,KIRC,3.078885,22.452902,30,42
TCGA-BP-4993-01,TCGA Tumor,kidney,KIRC,3.7363858,23.008415,30,42
TCGA-B0-5694-11,TCGA Normal,kidney,KIRC,2.3632233,21.571346,30,42
TCGA-BP-4769-01,TCGA Tumor,kidney,KIRC,2.4164865,22.55736,30,42
TCGA-B0-5099-01,TCGA Tumor,kidney,KIRC,3.568586,22.659374,30,42
TCGA-B8-A54I-01,TCGA Tumor,kidney,KIRC,4.0054092,23.196524,30,42
TCGA-B2-3924-01,TCGA Tumor,kidney,KIRC,4.789624,23.473513,30,42
TCGA-CZ-5455-11,TCGA Normal,kidney,KIRC,1.9695786,21.616714,30,42
TCGA-B0-5712-11,TCGA Normal,kidney,KIRC,2.4854338,21.76899,30,42
TCGA-CJ-4871-01,TCGA Tumor,kidney,KIRC,4.7485194,22.436333,30,42
TCGA-CJ-4902-01,TCGA Tumor,kidney,KIRC,4.014105,23.035223,30,42
TCGA-A3-3349-01,TCGA Tumor,kidney,KIRC,3.4066057,22.026152,30,42
TCGA-B0-4694-01,TCGA Tumor,kidney,KIRC,3.603298,21.715038,30,42
TCGA-B8-A54F-01,TCGA Tumor,kidney,KIRC,3.536606,22.436083,30,42
TCGA-BP-5007-01,TCGA Tumor,kidney,KIRC,3.34116,22.981377,30,42
TCGA-BP-5180-01,TCGA Tumor,kidney,KIRC,3.5494423,22.690956,30,42
TCGA-B0-5083-01,TCGA Tumor,kidney,KIRC,2.2065756,22.392254,30,42
TCGA-A3-3323-01,TCGA Tumor,kidney,KIRC,3.6443353,23.124413,30,42
TCGA-A3-3378-01,TCGA Tumor,kidney,KIRC,4.4806705,21.496902,30,42
TCGA-CJ-5683-01,TCGA Tumor,kidney,KIRC,3.3109148,22.503225,30,42
TCGA-CW-6090-11,TCGA Normal,kidney,KIRC,2.332387,21.378971,30,42
TCGA-BP-4344-01,TCGA Tumor,kidney,KIRC,3.733472,23.261835,30,42
TCGA-BP-5202-01,TCGA Tumor,kidney,KIRC,4.795803,22.626682,30,42
TCGA-CW-5585-01,TCGA Tumor,kidney,KIRC,2.4602408,21.721684,30,42
TCGA-B8-4619-01,TCGA Tumor,kidney,KIRC,2.5485175,22.674068,30,42
TCGA-CJ-5681-01,TCGA Tumor,kidney,KIRC,4.5219183,21.416338,30,42
TCGA-A3-3351-01,TCGA Tumor,kidney,KIRC,3.3616354,23.132761,30,42
TCGA-CW-5581-11,TCGA Normal,kidney,KIRC,2.5084033,22.17094,30,42
TCGA-CJ-4901-01,TCGA Tumor,kidney,KIRC,3.9467301,23.326427,30,42
TCGA-BP-4803-01,TCGA Tumor,kidney,KIRC,4.608978,23.440224,30,42
TCGA-BP-4962-01,TCGA Tumor,kidney,KIRC,4.2733335,21.571821,30,42
TCGA-CZ-5458-11,TCGA Normal,kidney,KIRC,2.0373406,21.782333,30,42
TCGA-B0-5402-11,TCGA Normal,kidney,KIRC,2.4893596,22.08328,30,42
TCGA-CJ-4643-01,TCGA Tumor,kidney,KIRC,4.444405,21.507479,30,42
TCGA-B4-5378-01,TCGA Tumor,kidney,KIRC,2.4729354,21.880215,30,42
TCGA-G6-A8L8-01,TCGA Tumor,kidney,KIRC,4.478648,21.77943,30,42
TCGA-CJ-4873-01,TCGA Tumor,kidney,KIRC,3.034738,22.644474,30,42
TCGA-BP-5196-01,TCGA Tumor,kidney,KIRC,4.2781014,22.81685,30,42
TCGA-B0-5690-01,TCGA Tumor,kidney,KIRC,3.5578732,22.544392,30,42
TCGA-A3-3328-01,TCGA Tumor,kidney,KIRC,2.659088,22.704567,30,42
TCGA-B8-5552-01,TCGA Tumor,kidney,KIRC,3.7798553,22.108078,30,42
TCGA-B0-5400-01,TCGA Tumor,kidney,KIRC,3.2093651,22.741484,30,42
TCGA-BP-4761-01,TCGA Tumor,kidney,KIRC,4.387844,22.049034,30,42
TCGA-CJ-5678-01,TCGA Tumor,kidney,KIRC,4.498455,21.74318,30,42
TCGA-BP-4776-01,TCGA Tumor,kidney,KIRC,4.059156,23.277843,30,42
TCGA-CZ-5989-11,TCGA Normal,kidney,KIRC,1.9726572,21.74986,30,42
TCGA-BP-4972-01,TCGA Tumor,kidney,KIRC,3.5363142,21.70131,30,42
TCGA-B0-5696-11,TCGA Normal,kidney,KIRC,1.9696152,21.755024,30,42
TCGA-B0-4813-01,TCGA Tumor,kidney,KIRC,2.3450363,22.79039,30,42
TCGA-CJ-4641-01,TCGA Tumor,kidney,KIRC,4.60751,23.079735,30,42
TCGA-BP-5184-01,TCGA Tumor,kidney,KIRC,4.537571,21.645388,30,42
TCGA-B8-5158-01,TCGA Tumor,kidney,KIRC,4.5266795,21.572477,30,42
TCGA-CZ-5987-11,TCGA Normal,kidney,KIRC,2.7486668,22.377392,30,42
TCGA-B0-4810-01,TCGA Tumor,kidney,KIRC,3.0888069,22.80471,30,42
TCGA-CZ-5467-01,TCGA Tumor,kidney,KIRC,3.3324594,22.94552,30,42
TCGA-B0-5104-01,TCGA Tumor,kidney,KIRC,4.540592,23.436125,30,42
TCGA-BP-4986-01,TCGA Tumor,kidney,KIRC,4.749624,23.417095,30,42
TCGA-BP-4971-01,TCGA Tumor,kidney,KIRC,4.201362,23.076805,30,42
TCGA-B4-5377-01,TCGA Tumor,kidney,KIRC,4.671611,23.489275,30,42
TCGA-B8-5165-01,TCGA Tumor,kidney,KIRC,3.1841016,21.882927,30,42
TCGA-CZ-5462-01,TCGA Tumor,kidney,KIRC,4.502728,23.232635,30,42
TCGA-A3-A6NI-01,TCGA Tumor,kidney,KIRC,2.8948326,21.812195,30,42
TCGA-CJ-4884-01,TCGA Tumor,kidney,KIRC,4.4146886,23.381096,30,42
TCGA-B2-5636-11,TCGA Normal,kidney,KIRC,2.406372,21.578915,30,42
TCGA-BP-4337-01,TCGA Tumor,kidney,KIRC,3.3909636,22.514898,30,42
TCGA-B0-4814-01,TCGA Tumor,kidney,KIRC,3.3892553,21.780272,30,42
TCGA-CJ-4874-01,TCGA Tumor,kidney,KIRC,4.638805,21.403488,30,42
TCGA-B0-5097-01,TCGA Tumor,kidney,KIRC,4.5420876,21.50273,30,42
TCGA-CZ-4858-01,TCGA Tumor,kidney,KIRC,1.9146978,22.27317,30,42
TCGA-B0-4945-01,TCGA Tumor,kidney,KIRC,3.8371677,22.81667,30,42
TCGA-B2-5641-01,TCGA Tumor,kidney,KIRC,4.420556,22.110395,30,42
TCGA-AS-3778-01,TCGA Tumor,kidney,KIRC,2.8598492,22.40936,30,42
TCGA-BP-4963-01,TCGA Tumor,kidney,KIRC,4.5782046,21.48586,30,42
TCGA-CJ-4642-01,TCGA Tumor,kidney,KIRC,4.529566,22.571577,30,42
TCGA-CZ-5454-01,TCGA Tumor,kidney,KIRC,4.4607024,21.696665,30,42
TCGA-B0-5702-01,TCGA Tumor,kidney,KIRC,2.20515,22.82355,30,42
TCGA-BP-5191-01,TCGA Tumor,kidney,KIRC,3.9340775,22.860857,30,42
TCGA-CZ-4854-01,TCGA Tumor,kidney,KIRC,3.9843185,23.25902,30,42
TCGA-CW-5591-11,TCGA Normal,kidney,KIRC,4.6305795,23.054144,30,42
TCGA-B0-5706-01,TCGA Tumor,kidney,KIRC,4.730195,22.47167,30,42
TCGA-B0-5699-11,TCGA Normal,kidney,KIRC,2.4803562,22.221651,30,42
TCGA-BP-4804-01,TCGA Tumor,kidney,KIRC,4.187446,23.187185,30,42
TCGA-B0-5710-01,TCGA Tumor,kidney,KIRC,4.8702173,22.530327,30,42
TCGA-CJ-4639-01,TCGA Tumor,kidney,KIRC,4.658673,21.43556,30,42
TCGA-CJ-4900-01,TCGA Tumor,kidney,KIRC,4.3096514,22.070242,30,42
TCGA-CZ-4865-01,TCGA Tumor,kidney,KIRC,4.7759075,23.502325,30,42
TCGA-AK-3444-01,TCGA Tumor,kidney,KIRC,4.778627,22.440166,30,42
TCGA-B0-4834-01,TCGA Tumor,kidney,KIRC,2.457394,22.703255,30,42
TCGA-CJ-5682-01,TCGA Tumor,kidney,KIRC,3.8569777,22.982433,30,42
TCGA-EU-5904-01,TCGA Tumor,kidney,KIRC,4.544952,23.45249,30,42
TCGA-B0-4688-01,TCGA Tumor,kidney,KIRC,4.0812693,22.531147,30,42
TCGA-BP-4959-01,TCGA Tumor,kidney,KIRC,3.701965,23.286818,30,42
TCGA-CZ-4853-01,TCGA Tumor,kidney,KIRC,4.9199104,22.581383,30,42
TCGA-B2-4101-01,TCGA Tumor,kidney,KIRC,4.7581644,22.415655,30,42
TCGA-BP-5177-01,TCGA Tumor,kidney,KIRC,4.257791,23.159008,30,42
TCGA-A3-A8OV-01,TCGA Tumor,kidney,KIRC,4.558989,23.277967,30,42
TCGA-A3-3319-01,TCGA Tumor,kidney,KIRC,4.2546673,23.431498,30,42
TCGA-A3-3374-01,TCGA Tumor,kidney,KIRC,2.1781237,22.11938,30,42
TCGA-CW-6088-01,TCGA Tumor,kidney,KIRC,4.7663345,23.537264,30,42
TCGA-BP-4975-01,TCGA Tumor,kidney,KIRC,4.4027867,23.366938,30,42
TCGA-CZ-5984-01,TCGA Tumor,kidney,KIRC,4.454877,21.513144,30,42
TCGA-CW-6087-01,TCGA Tumor,kidney,KIRC,4.1042,23.164663,30,42
TCGA-DV-5574-01,TCGA Tumor,kidney,KIRC,4.5884986,21.435343,30,42
TCGA-CJ-4635-01,TCGA Tumor,kidney,KIRC,4.809826,23.086803,30,42
TCGA-CJ-4888-01,TCGA Tumor,kidney,KIRC,4.385477,23.320747,30,42
TCGA-BP-5186-01,TCGA Tumor,kidney,KIRC,3.550771,22.504208,30,42
TCGA-CJ-4894-01,TCGA Tumor,kidney,KIRC,3.372784,22.549711,30,42
TCGA-BP-5182-01,TCGA Tumor,kidney,KIRC,4.505533,23.126757,30,42
TCGA-CZ-5986-11,TCGA Normal,kidney,KIRC,2.3026865,21.426922,30,42
TCGA-CW-5581-01,TCGA Tumor,kidney,KIRC,4.195096,22.379927,30,42
TCGA-B0-5691-01,TCGA Tumor,kidney,KIRC,2.86512,22.813658,30,42
TCGA-CJ-5681-11,TCGA Normal,kidney,KIRC,1.9774811,21.712574,30,42
TCGA-CZ-5463-01,TCGA Tumor,kidney,KIRC,4.7834234,23.502775,30,42
TCGA-BP-4177-01,TCGA Tumor,kidney,KIRC,2.3684952,22.568302,30,42
TCGA-CJ-4889-01,TCGA Tumor,kidney,KIRC,4.7609806,23.289097,30,42
TCGA-BP-4799-01,TCGA Tumor,kidney,KIRC,4.615593,22.679855,30,42
TCGA-BP-4169-01,TCGA Tumor,kidney,KIRC,4.47104,23.48478,30,42
TCGA-A3-3322-01,TCGA Tumor,kidney,KIRC,4.669106,22.61862,30,42
TCGA-BP-5200-01,TCGA Tumor,kidney,KIRC,4.744537,22.50573,30,42
TCGA-B0-4841-01,TCGA Tumor,kidney,KIRC,4.3485565,22.880873,30,42
TCGA-BP-4166-01,TCGA Tumor,kidney,KIRC,4.0166016,23.034594,30,42
TCGA-CZ-5451-11,TCGA Normal,kidney,KIRC,2.1328924,22.0119,30,42
TCGA-B8-5553-01,TCGA Tumor,kidney,KIRC,4.8200326,22.99102,30,42
TCGA-CZ-5988-01,TCGA Tumor,kidney,KIRC,4.678227,23.524649,30,42
TCGA-CJ-4875-01,TCGA Tumor,kidney,KIRC,4.1540866,23.03521,30,42
TCGA-CJ-6032-01,TCGA Tumor,kidney,KIRC,4.596111,21.633568,30,42
TCGA-A3-3306-01,TCGA Tumor,kidney,KIRC,4.8097553,23.045948,30,42
TCGA-BP-4987-01,TCGA Tumor,kidney,KIRC,4.7271366,22.5442,30,42
TCGA-B4-5844-01,TCGA Tumor,kidney,KIRC,4.6580744,21.345709,30,42
TCGA-B0-5690-11,TCGA Normal,kidney,KIRC,1.9759563,21.791586,30,42
TCGA-CW-5584-11,TCGA Normal,kidney,KIRC,2.4881394,22.5817,30,42
TCGA-B0-4811-01,TCGA Tumor,kidney,KIRC,2.2687106,22.714754,30,42
TCGA-CZ-5982-01,TCGA Tumor,kidney,KIRC,4.8908486,22.537146,30,42
TCGA-B0-5712-01,TCGA Tumor,kidney,KIRC,2.8793297,22.461452,30,42
TCGA-BP-4332-01,TCGA Tumor,kidney,KIRC,2.8035538,22.564978,30,42
TCGA-B8-4146-01,TCGA Tumor,kidney,KIRC,4.6620483,22.359955,30,42
TCGA-GL-8500-01,TCGA Tumor,kidney,KIRP,3.2468624,21.913158,30,42
TCGA-B9-A8YH-01,TCGA Tumor,kidney,KIRP,1.5465838,22.672173,30,42
TCGA-SX-A7SM-01,TCGA Tumor,kidney,KIRP,3.5704837,22.84313,30,42
TCGA-5P-A9KA-01,TCGA Tumor,kidney,KIRP,1.7879407,22.60244,30,42
TCGA-A4-A6HP-01,TCGA Tumor,kidney,KIRP,1.594204,22.776295,30,42
TCGA-BQ-5880-01,TCGA Tumor,kidney,KIRP,3.7403502,22.297285,30,42
TCGA-5P-A9K4-01,TCGA Tumor,kidney,KIRP,2.263148,22.47706,30,42
TCGA-A4-7286-01,TCGA Tumor,kidney,KIRP,1.888363,22.273302,30,42
TCGA-J7-6720-01,TCGA Tumor,kidney,KIRP,3.5330591,22.790493,30,42
TCGA-BQ-5888-01,TCGA Tumor,kidney,KIRP,1.83918,22.490517,30,42
TCGA-Y8-A8RY-01,TCGA Tumor,kidney,KIRP,1.617302,22.715143,30,42
TCGA-2Z-A9JT-01,TCGA Tumor,kidney,KIRP,1.8883377,22.761875,30,42
TCGA-A4-A5XZ-01,TCGA Tumor,kidney,KIRP,4.217737,22.516356,30,42
TCGA-2Z-A9JK-01,TCGA Tumor,kidney,KIRP,3.5968354,23.162842,30,42
TCGA-Y8-A894-01,TCGA Tumor,kidney,KIRP,2.4935107,21.741343,30,42
TCGA-HE-7129-01,TCGA Tumor,kidney,KIRP,1.8063018,22.2546,30,42
TCGA-HE-A5NK-01,TCGA Tumor,kidney,KIRP,3.8423004,22.976995,30,42
TCGA-MH-A854-01,TCGA Tumor,kidney,KIRP,1.5423777,22.792227,30,42
TCGA-DW-7963-01,TCGA Tumor,kidney,KIRP,2.7706444,22.602167,30,42
TCGA-GL-A9DD-01,TCGA Tumor,kidney,KIRP,2.691469,22.14172,30,42
TCGA-B9-4116-01,TCGA Tumor,kidney,KIRP,2.191606,22.406069,30,42
TCGA-IA-A40X-01,TCGA Tumor,kidney,KIRP,1.6591758,22.521324,30,42
TCGA-DZ-6132-11,TCGA Normal,kidney,KIRP,2.231541,21.44853,30,42
TCGA-V9-A7HT-01,TCGA Tumor,kidney,KIRP,1.7701709,22.262249,30,42
TCGA-BQ-5884-11,TCGA Normal,kidney,KIRP,1.9900322,21.804567,30,42
TCGA-GL-A9DE-01,TCGA Tumor,kidney,KIRP,4.843756,22.850626,30,42
TCGA-A4-A772-01,TCGA Tumor,kidney,KIRP,1.6829566,22.442968,30,42
TCGA-AL-3471-01,TCGA Tumor,kidney,KIRP,1.489746,22.713129,30,42
TCGA-A4-7585-01,TCGA Tumor,kidney,KIRP,3.8847113,21.800907,30,42
TCGA-BQ-5877-01,TCGA Tumor,kidney,KIRP,3.0031483,22.591112,30,42
TCGA-P4-A5E8-01,TCGA Tumor,kidney,KIRP,2.2176156,22.04385,30,42
TCGA-A4-A5Y1-01,TCGA Tumor,kidney,KIRP,2.7086165,22.415663,30,42
TCGA-G7-6790-01,TCGA Tumor,kidney,KIRP,2.3066614,22.45947,30,42
