sample,Group,Cancer,UMAP1,UMAP2,pca_n,umap_seed
GTEX-XBEW-1926-SM-4SOJO,GTEx colon,GTEX,-1.6913949,-0.7629555,30,42
GTEX-YF7O-1626-SM-5IFII,GTEx colon,GTEX,0.6127946,-5.0773396,30,42
GTEX-13CF3-1326-SM-5LZXZ,GTEx colon,GTEX,0.76063645,-4.808112,30,42
GTEX-131XG-1526-SM-5GCNQ,GTEx colon,GTEX,0.2902308,-5.1257515,30,42
GTEX-ZGAY-2126-SM-4YCFB,GTEx colon,GTEX,-4.69467,0.14583798,30,42
GTEX-11ZVC-2126-SM-5EGJ1,GTEx colon,GTEX,-0.21827686,-2.844643,30,42
GTEX-12WSL-1826-SM-5LZW9,GTEx colon,GTEX,0.72660977,-4.263735,30,42
GTEX-11DXY-2026-SM-5N9CZ,GTEx colon,GTEX,0.5459674,-3.9874492,30,42
GTEX-ZAB4-2426-SM-5HL8A,GTEx colon,GTEX,-0.07493245,-3.9151986,30,42
GTEX-ZPIC-2626-SM-57WE2,GTEx colon,GTEX,-0.45204356,-4.7121277,30,42
GTEX-Y114-1526-SM-4TT79,GTEx colon,GTEX,0.013358121,-4.3165407,30,42
GTEX-13OVG-1426-SM-5K7VP,GTEx colon,GTEX,0.7194305,-3.7780483,30,42
GTEX-Y3IK-1826-SM-4WWDS,GTEx colon,GTEX,-2.8419027,-1.0437715,30,42
GTEX-11P81-1126-SM-5GU5G,GTEx colon,GTEX,0.78232867,-4.2323422,30,42
GTEX-11TUW-2026-SM-5EQL8,GTEx colon,GTEX,0.6693517,-5.0024714,30,42
GTEX-148VJ-2426-SM-5NQ9Y,GTEx colon,GTEX,-1.219134,-4.1267405,30,42
GTEX-11DXX-1926-SM-5EGJK,GTEx colon,GTEX,-0.9497953,-2.9532938,30,42
GTEX-ZZ64-0826-SM-5E449,GTEx colon,GTEX,-0.7891588,-3.4416833,30,42
GTEX-ZAJG-2626-SM-5S2NU,GTEx colon,GTEX,-1.4127687,-4.2722845,30,42
GTEX-ZG7Y-1826-SM-4WWD3,GTEx colon,GTEX,-0.02730149,-4.7448125,30,42
GTEX-11ONC-1926-SM-5GU75,GTEx colon,GTEX,-0.5704116,-0.7538785,30,42
GTEX-13S86-1626-SM-5Q5C5,GTEx colon,GTEX,-2.6061897,-0.14729595,30,42
GTEX-ZYFD-2226-SM-5E43P,GTEx colon,GTEX,-1.4904275,-4.6530566,30,42
GTEX-YECK-2826-SM-5IFHF,GTEx colon,GTEX,0.8440668,-4.1960196,30,42
GTEX-ZF28-2526-SM-57WFH,GTEx colon,GTEX,0.8205472,-4.9828243,30,42
GTEX-13X6K-2726-SM-5O9DG,GTEx colon,GTEX,0.72957444,-3.7644963,30,42
GTEX-139T6-1326-SM-5IFFO,GTEx colon,GTEX,-3.9279811,1.3939668,30,42
GTEX-XXEK-1926-SM-4BRVD,GTEx colon,GTEX,0.8389002,-4.0416756,30,42
GTEX-111CU-1426-SM-5GZYP,GTEx colon,GTEX,-2.922381,-0.85386384,30,42
GTEX-145LS-2726-SM-5Q5D8,GTEx colon,GTEX,-0.24027291,-4.2501936,30,42
GTEX-ZZ64-0726-SM-5GZX4,GTEx colon,GTEX,-4.3006124,1.186383,30,42
GTEX-Y5LM-1426-SM-5RQJL,GTEx colon,GTEX,-1.3932289,0.28319058,30,42
GTEX-ZT9W-1726-SM-51MS3,GTEx colon,GTEX,0.6993531,-4.8209534,30,42
GTEX-ZLFU-1426-SM-4WWEU,GTEx colon,GTEX,-1.2929364,-4.766344,30,42
GTEX-131YS-2926-SM-5EGKI,GTEx colon,GTEX,-0.23633811,-4.6969438,30,42
GTEX-117YW-1826-SM-5PNY5,GTEx colon,GTEX,-3.0059915,-0.9885605,30,42
GTEX-PWCY-1026-SM-48TD4,GTEx colon,GTEX,-2.5137682,-0.9928632,30,42
GTEX-XUZC-1326-SM-4BRV2,GTEx colon,GTEX,-3.666563,1.0654339,30,42
GTEX-147JS-2626-SM-5S2UX,GTEx colon,GTEX,-0.82760453,-4.478282,30,42
GTEX-13W3W-2126-SM-5K7UX,GTEx colon,GTEX,-3.4888837,2.459037,30,42
GTEX-ZVT3-2826-SM-5GU6A,GTEx colon,GTEX,-0.6648092,-3.3999696,30,42
GTEX-WOFM-1926-SM-4OOSP,GTEx colon,GTEX,-3.9730566,0.022009088,30,42
GTEX-PWN1-1426-SM-48TDF,GTEx colon,GTEX,-4.605617,0.7340942,30,42
GTEX-TKQ2-1326-SM-4DXT9,GTEx colon,GTEX,-2.7012088,0.7933027,30,42
GTEX-XUJ4-2026-SM-4BOOW,GTEx colon,GTEX,-3.1750154,-1.1157857,30,42
GTEX-SE5C-1526-SM-4BRWU,GTEx colon,GTEX,-3.0132287,-0.46388656,30,42
GTEX-WHSB-0926-SM-4M1XJ,GTEx colon,GTEX,-2.5532727,0.38659495,30,42
GTEX-S4P3-1226-SM-4AD4Y,GTEx colon,GTEX,-4.4956503,0.9737578,30,42
GTEX-111VG-2226-SM-5N9DU,GTEx colon,GTEX,-0.53370494,-4.532437,30,42
GTEX-13FHO-2726-SM-5K7VG,GTEx colon,GTEX,-1.3239971,-3.6565897,30,42
GTEX-O5YW-1426-SM-3MJHF,GTEx colon,GTEX,-2.6809416,-1.0879624,30,42
GTEX-OHPM-1426-SM-3TW8Y,GTEx colon,GTEX,-2.9866688,-1.1206555,30,42
GTEX-Z93S-2426-SM-5HL8N,GTEx colon,GTEX,-0.014080105,-4.539191,30,42
GTEX-XGQ4-1726-SM-4RH4G,GTEx colon,GTEX,-3.3459916,2.3208566,30,42
GTEX-11P7K-1826-SM-5HL5A,GTEx colon,GTEX,-1.0764807,-4.3032637,30,42
GTEX-13FH7-1526-SM-5J2N6,GTEx colon,GTEX,-1.46903,-4.87375,30,42
GTEX-TKQ1-0626-SM-4DXTS,GTEx colon,GTEX,-1.2833078,-4.6456084,30,42
GTEX-ZDTS-2726-SM-5L3E2,GTEx colon,GTEX,-0.36163303,-4.975664,30,42
GTEX-145ME-0826-SM-5O9AF,GTEx colon,GTEX,-1.4388553,-4.730029,30,42
GTEX-ZP4G-1726-SM-4WWCM,GTEx colon,GTEX,-3.5411377,1.1664195,30,42
GTEX-YEC3-2426-SM-5IFJR,GTEx colon,GTEX,-2.8496974,0.600976,30,42
GTEX-13OVI-2126-SM-5KM3U,GTEx colon,GTEX,0.5772548,-5.173386,30,42
GTEX-XV7Q-2226-SM-4BRVY,GTEx colon,GTEX,-1.4730124,-3.9918065,30,42
GTEX-12696-1926-SM-5EGJT,GTEx colon,GTEX,-1.363809,-4.953484,30,42
GTEX-WYJK-2326-SM-4ONDN,GTEx colon,GTEX,-3.0898826,0.91471344,30,42
GTEX-YEC3-2026-SM-4WWFL,GTEx colon,GTEX,-0.61421967,-0.58958054,30,42
GTEX-14C38-2626-SM-5RQI4,GTEx colon,GTEX,-1.245199,-4.80445,30,42
GTEX-ZYT6-2826-SM-5GICX,GTEx colon,GTEX,-1.1535976,-3.5245848,30,42
GTEX-ZQUD-1026-SM-4YCEZ,GTEx colon,GTEX,-3.0515366,-1.2490101,30,42
GTEX-ZVZQ-2626-SM-59HLB,GTEx colon,GTEX,-0.42019907,-3.7236457,30,42
GTEX-ZPU1-1726-SM-4WWFV,GTEx colon,GTEX,-0.12806502,-4.8121715,30,42
GTEX-XAJ8-0426-SM-47JYJ,GTEx colon,GTEX,-1.6703836,-4.585815,30,42
GTEX-YJ8A-1726-SM-5P9IQ,GTEx colon,GTEX,-0.5015099,-0.00013350963,30,42
GTEX-T6MO-0826-SM-4DM51,GTEx colon,GTEX,-0.021766275,-4.4499755,30,42
GTEX-Y114-1626-SM-4TT7I,GTEx colon,GTEX,-1.2375895,-4.3366227,30,42
GTEX-NFK9-2026-SM-3LK5K,GTEx colon,GTEX,-4.3404946,0.78010225,30,42
GTEX-12C56-0626-SM-5EGGC,GTEx colon,GTEX,-3.3388183,0.9954448,30,42
GTEX-ZVP2-1526-SM-5NQ82,GTEx colon,GTEX,-2.356882,-0.8814618,30,42
GTEX-13PVR-1726-SM-5Q5EC,GTEx colon,GTEX,-1.5585862,-4.5997515,30,42
GTEX-T5JW-1126-SM-4DM5V,GTEx colon,GTEX,-3.3326583,0.6926565,30,42
GTEX-13OW6-2226-SM-5N9FL,GTEx colon,GTEX,-0.2865188,-2.7941198,30,42
GTEX-13U4I-2426-SM-5LU34,GTEx colon,GTEX,-0.6206174,-4.783741,30,42
GTEX-11PRG-2026-SM-5GU5F,GTEx colon,GTEX,-1.1432781,-4.2330427,30,42
GTEX-12BJ1-2026-SM-5FQUH,GTEx colon,GTEX,-0.06817569,-4.9787893,30,42
GTEX-11ZU8-1126-SM-5EQ5K,GTEx colon,GTEX,-1.3717914,-4.3861504,30,42
GTEX-YF7O-1726-SM-5IFJ9,GTEx colon,GTEX,-2.4180474,-0.58742416,30,42
GTEX-WY7C-1926-SM-4ONCI,GTEx colon,GTEX,0.6837637,-5.032264,30,42
GTEX-145MO-2626-SM-5QGPD,GTEx colon,GTEX,0.7248336,-4.156434,30,42
GTEX-12BJ1-2126-SM-5BC5O,GTEx colon,GTEX,-2.4978387,-0.057623666,30,42
GTEX-145MN-1726-SM-5SIA6,GTEx colon,GTEX,-3.820784,0.79859453,30,42
GTEX-11EI6-2626-SM-5PNVT,GTEx colon,GTEX,0.770454,-4.1398034,30,42
GTEX-132NY-2726-SM-5PNY2,GTEx colon,GTEX,-0.18001492,-3.9609072,30,42
GTEX-TML8-1326-SM-4DXTO,GTEx colon,GTEX,-3.6092048,0.27030444,30,42
GTEX-148VJ-2626-SM-5QGPI,GTEx colon,GTEX,-1.434073,-4.9913135,30,42
GTEX-XXEK-1826-SM-4BRVC,GTEx colon,GTEX,0.98824453,-4.594137,30,42
GTEX-ZF2S-1926-SM-4WWAN,GTEx colon,GTEX,-2.5042837,-0.31765717,30,42
GTEX-OXRK-1726-SM-3NB16,GTEx colon,GTEX,-2.6887643,-1.0098426,30,42
GTEX-PLZ5-1126-SM-3P613,GTEx colon,GTEX,-2.5569944,-0.3829513,30,42
GTEX-Z93S-2626-SM-57WBX,GTEx colon,GTEX,0.07970339,-4.439049,30,42
GTEX-145MH-2726-SM-5QGQ6,GTEx colon,GTEX,-0.21449679,-3.448286,30,42
GTEX-1339X-1726-SM-5P9J9,GTEx colon,GTEX,-1.4547974,-4.974322,30,42
GTEX-11P7K-1526-SM-5EGI7,GTEx colon,GTEX,-4.417412,0.050416283,30,42
GTEX-11DXZ-1626-SM-5GIDI,GTEx colon,GTEX,-1.2795181,-3.518677,30,42
GTEX-Y8LW-1226-SM-4WWDP,GTEx colon,GTEX,-0.6971251,-3.9542172,30,42
GTEX-14BMU-1326-SM-5RQIH,GTEx colon,GTEX,0.95222586,-4.437164,30,42
GTEX-12WSJ-1426-SM-5GCON,GTEx colon,GTEX,-0.7082664,-4.879395,30,42
GTEX-X4EO-2726-SM-4E3HS,GTEx colon,GTEX,-0.8716537,-3.29219,30,42
GTEX-XQ8I-2126-SM-4BOOM,GTEx colon,GTEX,-3.870824,0.87871313,30,42
GTEX-WY7C-1626-SM-4ONC8,GTEx colon,GTEX,-1.4067199,-4.1269894,30,42
GTEX-VJYA-2026-SM-4KL1K,GTEx colon,GTEX,-4.1472597,1.5922672,30,42
GTEX-13113-1426-SM-5EGHU,GTEx colon,GTEX,-3.688889,1.3005702,30,42
GTEX-ZPU1-1926-SM-57WDT,GTEx colon,GTEX,-2.260486,0.17195697,30,42
GTEX-S341-1426-SM-4AD6U,GTEx colon,GTEX,-0.36974075,-3.4697602,30,42
GTEX-145ME-1126-SM-5SIAT,GTEx colon,GTEX,0.21006839,-4.8476243,30,42
GTEX-111YS-1626-SM-5GZZ9,GTEx colon,GTEX,-1.3749814,-4.120536,30,42
GTEX-14C39-1626-SM-5S2P4,GTEx colon,GTEX,-0.61504,-4.6063337,30,42
GTEX-RM2N-0926-SM-48FD1,GTEx colon,GTEX,-2.400838,-0.013932514,30,42
GTEX-117YX-0826-SM-5H11J,GTEx colon,GTEX,-1.3519135,-4.8268366,30,42
GTEX-11DXZ-1726-SM-5H12M,GTEx colon,GTEX,-3.590028,0.5390095,30,42
GTEX-Q734-1126-SM-48TZY,GTEx colon,GTEX,-3.0664093,0.53913665,30,42
GTEX-QDVJ-1326-SM-48U1X,GTEx colon,GTEX,-4.6569223,0.47731924,30,42
GTEX-145LT-0926-SM-5LU9C,GTEx colon,GTEX,-4.164494,0.29900464,30,42
GTEX-OIZH-1426-SM-3NB1O,GTEx colon,GTEX,-3.695262,1.158697,30,42
GTEX-XV7Q-2126-SM-4BRVX,GTEx colon,GTEX,-3.396635,0.3604728,30,42
GTEX-11P81-1426-SM-5P9JN,GTEx colon,GTEX,-0.669594,-3.7339675,30,42
GTEX-WEY5-1426-SM-4LMJ3,GTEx colon,GTEX,-1.019113,-4.5623584,30,42
GTEX-W5WG-2426-SM-4LMI6,GTEx colon,GTEX,-2.4226983,-0.61674917,30,42
GTEX-13OVJ-1826-SM-5KM2D,GTEx colon,GTEX,1.0539135,-4.606622,30,42
GTEX-RU1J-1326-SM-46MUL,GTEx colon,GTEX,-1.0667344,-0.70576787,30,42
GTEX-R55D-1826-SM-48FEF,GTEx colon,GTEX,-4.5865564,0.91682667,30,42
GTEX-X3Y1-1726-SM-4PQZL,GTEx colon,GTEX,-1.6924738,-0.89201796,30,42
GTEX-12WSJ-1526-SM-5GCNI,GTEx colon,GTEX,0.90445226,-4.3508334,30,42
GTEX-14E6E-1526-SM-5RQIG,GTEx colon,GTEX,-2.7939093,-0.20253424,30,42
GTEX-X15G-1526-SM-4PQZM,GTEx colon,GTEX,-0.40665856,-1.222576,30,42
GTEX-PWOO-1326-SM-48TCJ,GTEx colon,GTEX,-3.2382112,1.2610009,30,42
GTEX-13FH7-1626-SM-5J2O9,GTEx colon,GTEX,-1.4902104,-5.025473,30,42
GTEX-ZVT2-1726-SM-51MRO,GTEx colon,GTEX,-1.1399354,-3.8505926,30,42
GTEX-13QBU-1826-SM-5IJG3,GTEx colon,GTEX,-3.4663792,0.85606587,30,42
GTEX-QEL4-1926-SM-4R1JI,GTEx colon,GTEX,-2.5936842,-1.0715774,30,42
GTEX-P78B-1726-SM-3P5ZV,GTEx colon,GTEX,-1.8414422,-0.81922954,30,42
GTEX-14A5H-1626-SM-5SIAN,GTEx colon,GTEX,0.5699434,-4.8190455,30,42
GTEX-UJHI-1126-SM-4IHLN,GTEx colon,GTEX,-4.7151546,0.3317058,30,42
GTEX-13O61-1526-SM-5KM3P,GTEx colon,GTEX,-0.41391543,-5.053748,30,42
GTEX-XBED-1526-SM-4AT5W,GTEx colon,GTEX,-4.6274595,0.6624359,30,42
GTEX-UJMC-1326-SM-4IHLS,GTEx colon,GTEX,-2.2368007,-0.238955,30,42
GTEX-11TUW-2326-SM-5EQMO,GTEx colon,GTEX,-1.2565856,-3.9456131,30,42
GTEX-139YR-2126-SM-5KM11,GTEx colon,GTEX,-3.9235182,0.20528397,30,42
GTEX-Y8E4-2426-SM-4WWDN,GTEx colon,GTEX,-3.0353372,-0.9384479,30,42
GTEX-Q2AH-1226-SM-48TZL,GTEx colon,GTEX,-2.5516472,-0.70668,30,42
GTEX-WQUQ-2626-SM-4MVNP,GTEx colon,GTEX,-3.347645,2.3701842,30,42
GTEX-12ZZX-2726-SM-5N9FT,GTEx colon,GTEX,-0.40898502,-3.2891748,30,42
GTEX-11ZTT-1626-SM-5EQKR,GTEx colon,GTEX,-0.3352398,-4.9798193,30,42
GTEX-YEC3-2026-SM-5CVLQ,GTEx colon,GTEX,-0.4039775,-2.000875,30,42
GTEX-11ZTS-1526-SM-5N9G7,GTEx colon,GTEX,0.26994848,-4.9477744,30,42
GTEX-XUW1-1926-SM-4BOP1,GTEx colon,GTEX,-3.6476052,0.68186617,30,42
GTEX-QMRM-1226-SM-447C6,GTEx colon,GTEX,-4.5238404,0.33692333,30,42
GTEX-WFG7-1526-SM-4LVMG,GTEx colon,GTEX,-4.3691263,0.4024798,30,42
GTEX-WH7G-1326-SM-4LVMS,GTEx colon,GTEX,-2.3486068,0.4129778,30,42
GTEX-Y3I4-1126-SM-4TT7Y,GTEx colon,GTEX,0.2552458,-4.962,30,42
GTEX-12WSL-1626-SM-5GCMU,GTEx colon,GTEX,-0.88590634,-3.106068,30,42
GTEX-W5WG-2026-SM-4LMIB,GTEx colon,GTEX,-4.432335,1.1600808,30,42
GTEX-147F3-1926-SM-5SIB9,GTEx colon,GTEX,-2.2375963,0.12644567,30,42
GTEX-11EQ8-2626-SM-5N9BO,GTEx colon,GTEX,-0.34237483,-4.1609564,30,42
GTEX-111CU-1226-SM-5EGIN,GTEx colon,GTEX,-1.5098183,-4.483383,30,42
GTEX-ZV7C-1526-SM-5NQ72,GTEx colon,GTEX,-4.188376,0.9510642,30,42
GTEX-11TTK-2426-SM-5PNYO,GTEx colon,GTEX,0.85821724,-4.834451,30,42
GTEX-ZY6K-1326-SM-5GZWP,GTEx colon,GTEX,-1.4555367,-4.95339,30,42
GTEX-13CF2-1826-SM-5N9GK,GTEx colon,GTEX,0.43636483,-3.4015245,30,42
GTEX-13PL7-2526-SM-5IFGR,GTEx colon,GTEX,-3.1442277,0.022105964,30,42
GTEX-133LE-1526-SM-5IFEN,GTEx colon,GTEX,-2.6316023,-0.2841251,30,42
GTEX-1399R-2226-SM-5P9JB,GTEx colon,GTEX,-4.743238,0.03808011,30,42
GTEX-Y5LM-1526-SM-4VDTA,GTEx colon,GTEX,-2.6809947,-0.008385195,30,42
GTEX-1212Z-1826-SM-5FQSH,GTEx colon,GTEX,0.4589492,-4.367811,30,42
GTEX-ZXES-1626-SM-5NQ7L,GTEx colon,GTEX,-0.37996775,-3.8436427,30,42
GTEX-13111-0726-SM-5DUVE,GTEx colon,GTEX,-4.0155964,0.81459475,30,42
GTEX-131XE-1026-SM-5EGKE,GTEx colon,GTEX,-0.36917394,-4.177549,30,42
GTEX-ZEX8-1926-SM-4WKFR,GTEx colon,GTEX,-3.813587,0.4213915,30,42
GTEX-13OW8-2726-SM-5L3FZ,GTEx colon,GTEX,0.22754474,-3.949455,30,42
GTEX-11ILO-2026-SM-5N9CQ,GTEx colon,GTEX,-0.37520552,-0.5169982,30,42
GTEX-145LS-2926-SM-5O99G,GTEx colon,GTEX,-0.23097947,-3.8044689,30,42
GTEX-145MO-2426-SM-5NQ9W,GTEx colon,GTEX,-0.6621123,-3.0347042,30,42
GTEX-13FHP-2426-SM-5KLZ5,GTEx colon,GTEX,0.6224116,-3.6350708,30,42
GTEX-13O21-2426-SM-5MR4A,GTEx colon,GTEX,-4.574809,0.19813429,30,42
GTEX-132AR-2726-SM-5PNVN,GTEx colon,GTEX,-3.297941,0.58870894,30,42
GTEX-XAJ8-0726-SM-47JY5,GTEx colon,GTEX,-0.28566116,-3.6846614,30,42
GTEX-ZYWO-1626-SM-5E44H,GTEx colon,GTEX,-3.8158283,1.2870129,30,42
GTEX-147GR-2826-SM-5RQK8,GTEx colon,GTEX,0.39358217,-4.0485,30,42
GTEX-XUW1-1826-SM-4BOQD,GTEx colon,GTEX,-0.39758217,-4.5112906,30,42
GTEX-11DXX-1826-SM-5H126,GTEx colon,GTEX,-4.5894427,0.8854016,30,42
GTEX-1122O-1426-SM-5H11R,GTEx colon,GTEX,-1.2376696,-4.1853905,30,42
GTEX-ZAB4-2226-SM-5HL97,GTEx colon,GTEX,-2.2502136,2.044583,30,42
GTEX-12WSM-1426-SM-5GCPA,GTEx colon,GTEX,-1.0812281,-3.903021,30,42
GTEX-WXYG-1726-SM-4ONCU,GTEx colon,GTEX,0.77959365,-4.1919518,30,42
GTEX-11EMC-1426-SM-5N9E4,GTEx colon,GTEX,-0.35595307,-4.6618,30,42
GTEX-U3ZM-1126-SM-4DXUB,GTEx colon,GTEX,-2.4151886,0.09418427,30,42
GTEX-131XE-0826-SM-5HL9W,GTEx colon,GTEX,-2.5896518,-0.11395113,30,42
GTEX-ZA64-1426-SM-5CVMC,GTEx colon,GTEX,0.9082943,-4.8005743,30,42
GTEX-13111-1926-SM-5GCOL,GTEx colon,GTEX,-1.1609875,-5.0041504,30,42
GTEX-13W3W-2226-SM-5LU4M,GTEx colon,GTEX,-4.4829235,0.51003385,30,42
GTEX-13SLW-2826-SM-5Q5ES,GTEx colon,GTEX,-1.1529768,-3.601302,30,42
GTEX-1128S-1626-SM-5H12O,GTEx colon,GTEX,-3.3326294,2.740002,30,42
GTEX-14AS3-1126-SM-5Q5CR,GTEx colon,GTEX,-0.61240757,-4.8519945,30,42
GTEX-Q2AI-0926-SM-48U1F,GTEx colon,GTEX,-4.6072464,0.55277544,30,42
GTEX-SNOS-1226-SM-4DM5H,GTEx colon,GTEX,-2.7529595,-0.76098764,30,42
GTEX-YB5E-1626-SM-5IFIQ,GTEx colon,GTEX,-3.2979548,0.26738155,30,42
GTEX-117XS-2226-SM-5GIE1,GTEx colon,GTEX,-0.6783302,-2.9496837,30,42
GTEX-WYVS-1126-SM-4SOJX,GTEx colon,GTEX,-1.1094772,-3.8252368,30,42
GTEX-XYKS-2226-SM-4E3IU,GTEx colon,GTEX,-4.6682334,0.88815635,30,42
GTEX-117YX-0526-SM-5EGJH,GTEx colon,GTEX,-1.208909,-3.8311598,30,42
GTEX-12KS4-2426-SM-5LU8P,GTEx colon,GTEX,-2.9019878,2.0779624,30,42
GTEX-QLQ7-1126-SM-4R1KN,GTEx colon,GTEX,-0.651958,-4.422786,30,42
GTEX-ZF2S-1826-SM-4WKFF,GTEx colon,GTEX,-0.16775392,-3.636425,30,42
GTEX-ZYFG-1926-SM-5GID5,GTEx colon,GTEX,-1.3620738,-4.8291802,30,42
GTEX-14DAR-1526-SM-5RQIX,GTEx colon,GTEX,-2.5018601,-1.1779481,30,42
GTEX-14A5I-2426-SM-5Q5CP,GTEx colon,GTEX,-1.245259,-3.6515417,30,42
GTEX-ZF29-1826-SM-4WKG8,GTEx colon,GTEX,-3.7015202,1.619448,30,42
GTEX-ZYVF-2826-SM-5GIDK,GTEx colon,GTEX,-1.3818552,-3.6466956,30,42
GTEX-1399S-1926-SM-5J2M5,GTEx colon,GTEX,-2.4008956,-0.62294245,30,42
GTEX-13CF3-1426-SM-5K7YY,GTEx colon,GTEX,-0.7231321,-5.271872,30,42
GTEX-13O61-1626-SM-5KM3T,GTEx colon,GTEX,-1.4473425,-4.9115343,30,42
GTEX-ZE9C-2126-SM-4WKGY,GTEx colon,GTEX,0.24271585,-4.7598114,30,42
GTEX-XGQ4-1226-SM-4AT67,GTEx colon,GTEX,-1.8700475,-0.9183159,30,42
GTEX-WFG8-1726-SM-4LVM6,GTEx colon,GTEX,-0.98540235,-4.910158,30,42
GTEX-144GM-1226-SM-5LU52,GTEx colon,GTEX,-3.5094485,0.1456929,30,42
GTEX-WI4N-2226-SM-4OOS9,GTEx colon,GTEX,-0.7471302,-4.767943,30,42
GTEX-11GSP-1626-SM-5986N,GTEx colon,GTEX,-0.50812393,-3.310102,30,42
GTEX-13D11-0826-SM-5KLZJ,GTEx colon,GTEX,-2.6605992,-0.46593758,30,42
GTEX-1399R-2126-SM-5K7WZ,GTEx colon,GTEX,0.700206,-4.732774,30,42
GTEX-WOFM-2026-SM-4OOSQ,GTEx colon,GTEX,-2.685097,-0.104112096,30,42
GTEX-YEC4-1926-SM-5IFHJ,GTEx colon,GTEX,-1.0509928,-3.2749212,30,42
GTEX-WHWD-1526-SM-4OORV,GTEx colon,GTEX,0.021542864,-4.7496777,30,42
GTEX-S7SF-1926-SM-4AT5B,GTEx colon,GTEX,-2.5656126,-0.96653247,30,42
GTEX-QCQG-1626-SM-48U26,GTEx colon,GTEX,-2.7871106,-0.46591154,30,42
GTEX-QV31-0826-SM-4R1KR,GTEx colon,GTEX,-2.6336174,-0.15709719,30,42
GTEX-ZP4G-1526-SM-57WE5,GTEx colon,GTEX,1.1495408,-4.57897,30,42
GTEX-132AR-2826-SM-5IJFV,GTEx colon,GTEX,-1.458826,-4.7318506,30,42
GTEX-WHPG-1626-SM-4M1ZL,GTEx colon,GTEX,0.8725301,-4.912119,30,42
GTEX-13O1R-2426-SM-5KLZZ,GTEx colon,GTEX,-1.6346256,-4.6710587,30,42
GTEX-11GS4-1826-SM-5HL4T,GTEx colon,GTEX,0.6901519,-4.369797,30,42
GTEX-WRHK-1126-SM-4MVOJ,GTEx colon,GTEX,-0.675254,-0.7332049,30,42
GTEX-11EQ9-1526-SM-5PNY7,GTEx colon,GTEX,-3.7806702,2.0451896,30,42
GTEX-XUJ4-2126-SM-4BOOX,GTEx colon,GTEX,-0.94847417,-3.9173157,30,42
GTEX-WFON-1426-SM-4LVMT,GTEx colon,GTEX,-3.9483125,-0.60270095,30,42
GTEX-11P82-1026-SM-5BC5J,GTEx colon,GTEX,-3.1090815,-0.8617929,30,42
GTEX-ZLV1-1226-SM-4WWBX,GTEx colon,GTEX,-2.8392417,-1.2605634,30,42
GTEX-X15G-1326-SM-4PQZJ,GTEx colon,GTEX,-4.4893236,0.07757494,30,42
