sample,Group,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-IA-A83V-01,KIRP tumor,KIRP,22.803143,1.4638829,30,42
TCGA-Q2-A5QZ-01,KIRP tumor,KIRP,20.50827,-0.68932927,30,42
TCGA-AL-A5DJ-01,KIRP tumor,KIRP,22.697353,2.8177567,30,42
TCGA-B9-4117-01,KIRP tumor,KIRP,21.71685,3.6603565,30,42
TCGA-UZ-A9Q0-01,KIRP tumor,KIRP,23.812119,3.388486,30,42
TCGA-A4-7584-01,KIRP tumor,KIRP,21.323084,-1.9255137,30,42
TCGA-UZ-A9PP-01,KIRP tumor,KIRP,23.544651,2.6149273,30,42
TCGA-DW-7842-01,KIRP tumor,KIRP,22.14276,4.156745,30,42
TCGA-BQ-5893-01,KIRP tumor,KIRP,21.789654,4.3105574,30,42
TCGA-IZ-A6M8-01,KIRP tumor,KIRP,21.548092,-1.093401,30,42
TCGA-5P-A9K6-01,KIRP tumor,KIRP,21.92096,0.79325366,30,42
TCGA-A4-7583-01,KIRP tumor,KIRP,22.130344,4.1825137,30,42
TCGA-2Z-A9JQ-01,KIRP tumor,KIRP,22.896456,3.356633,30,42
TCGA-P4-A5E8-11,TCGA Normal,KIRP,20.93681,3.570144,30,42
TCGA-BQ-5879-01,KIRP tumor,KIRP,21.919523,3.698085,30,42
TCGA-BQ-5887-11,TCGA Normal,KIRP,20.585796,3.6428866,30,42
TCGA-5P-A9K0-01,KIRP tumor,KIRP,22.068302,0.69053036,30,42
TCGA-BQ-5875-01,KIRP tumor,KIRP,20.170574,4.916398,30,42
TCGA-AL-7173-01,KIRP tumor,KIRP,22.81044,-0.38483498,30,42
TCGA-DW-5560-01,KIRP tumor,KIRP,23.526722,3.3538227,30,42
TCGA-5P-A9K3-01,KIRP tumor,KIRP,22.939226,-1.4611527,30,42
TCGA-SX-A7SU-01,KIRP tumor,KIRP,23.52699,2.982448,30,42
TCGA-UZ-A9PM-01,KIRP tumor,KIRP,21.558903,1.7434607,30,42
TCGA-P4-A5EB-01,KIRP tumor,KIRP,21.684025,2.8941522,30,42
TCGA-BQ-7046-11,TCGA Normal,KIRP,19.469704,4.0779676,30,42
TCGA-BQ-7053-01,KIRP tumor,KIRP,23.525923,2.1346183,30,42
TCGA-A4-A5Y0-01,KIRP tumor,KIRP,22.164751,3.068084,30,42
TCGA-IA-A83T-01,KIRP tumor,KIRP,21.185965,-0.34732872,30,42
TCGA-BQ-7045-01,KIRP tumor,KIRP,21.795874,2.1623333,30,42
TCGA-AL-3472-01,KIRP tumor,KIRP,23.636724,3.144765,30,42
TCGA-GL-A59R-11,TCGA Normal,KIRP,20.868914,4.204665,30,42
TCGA-B1-A47N-01,KIRP tumor,KIRP,23.455593,3.64294,30,42
TCGA-G7-A8LC-01,KIRP tumor,KIRP,23.233023,3.5294511,30,42
TCGA-G7-6793-01,KIRP tumor,KIRP,19.38456,3.8202105,30,42
TCGA-P4-A5E7-01,KIRP tumor,KIRP,21.710785,3.6569445,30,42
TCGA-BQ-7058-01,KIRP tumor,KIRP,20.81518,-2.6726334,30,42
TCGA-DW-7840-01,KIRP tumor,KIRP,24.017418,2.292691,30,42
TCGA-B1-5398-01,KIRP tumor,KIRP,22.364159,-1.165342,30,42
TCGA-UN-AAZ9-01,KIRP tumor,KIRP,22.788086,2.1259117,30,42
TCGA-DZ-6135-01,KIRP tumor,KIRP,22.16103,1.9593174,30,42
TCGA-DZ-6131-11,TCGA Normal,KIRP,20.5608,4.671114,30,42
TCGA-B3-3925-01,KIRP tumor,KIRP,22.380476,1.7837589,30,42
TCGA-IZ-8196-01,KIRP tumor,KIRP,22.208471,4.0895348,30,42
TCGA-AT-A5NU-01,KIRP tumor,KIRP,21.671635,2.3599503,30,42
TCGA-5P-A9K2-01,KIRP tumor,KIRP,23.481556,3.4681444,30,42
TCGA-B9-7268-01,KIRP tumor,KIRP,23.904606,1.9857814,30,42
TCGA-BQ-5891-01,KIRP tumor,KIRP,22.42885,-0.61461264,30,42
TCGA-BQ-5887-01,KIRP tumor,KIRP,22.009674,-1.5203362,30,42
TCGA-UZ-A9PU-01,KIRP tumor,KIRP,23.05951,1.9278145,30,42
TCGA-A4-8516-01,KIRP tumor,KIRP,23.556152,2.08674,30,42
TCGA-2Z-A9JI-01,KIRP tumor,KIRP,20.299,-1.2678584,30,42
TCGA-UZ-A9PQ-01,KIRP tumor,KIRP,22.714827,2.2161825,30,42
TCGA-WN-A9G9-01,KIRP tumor,KIRP,19.420519,-1.403186,30,42
TCGA-2Z-A9JM-01,KIRP tumor,KIRP,22.862385,1.5454614,30,42
TCGA-UZ-A9PX-01,KIRP tumor,KIRP,23.735373,1.9936559,30,42
TCGA-SX-A7SP-01,KIRP tumor,KIRP,21.72941,1.7211794,30,42
TCGA-B9-A5W8-01,KIRP tumor,KIRP,22.562672,-1.7432336,30,42
TCGA-KV-A74V-01,KIRP tumor,KIRP,22.83591,2.6543436,30,42
TCGA-P4-A5E6-01,KIRP tumor,KIRP,22.837984,3.0762892,30,42
TCGA-B9-5155-01,KIRP tumor,KIRP,22.701988,2.2986832,30,42
TCGA-4A-A93X-01,KIRP tumor,KIRP,21.031555,-2.5228755,30,42
TCGA-MH-A857-01,KIRP tumor,KIRP,21.045244,3.2230217,30,42
TCGA-5P-A9KF-01,KIRP tumor,KIRP,24.11875,2.2891507,30,42
TCGA-5P-A9JV-01,KIRP tumor,KIRP,22.296238,-1.0945299,30,42
TCGA-IA-A83S-01,KIRP tumor,KIRP,21.348564,-1.4056588,30,42
TCGA-BQ-5881-01,KIRP tumor,KIRP,22.920053,3.7773178,30,42
TCGA-B1-A47M-01,KIRP tumor,KIRP,22.951168,3.018766,30,42
TCGA-2Z-A9J7-01,KIRP tumor,KIRP,23.746513,2.4672346,30,42
TCGA-EV-5902-01,KIRP tumor,KIRP,23.078133,1.5712695,30,42
TCGA-SX-A7SN-01,KIRP tumor,KIRP,23.148964,2.710541,30,42
TCGA-IZ-A6M9-01,KIRP tumor,KIRP,24.270061,2.5346816,30,42
TCGA-IA-A83W-01,KIRP tumor,KIRP,23.880308,2.1764348,30,42
TCGA-B9-A5W9-01,KIRP tumor,KIRP,23.281588,2.4487944,30,42
TCGA-HE-7130-01,KIRP tumor,KIRP,21.971651,4.04915,30,42
TCGA-DW-7839-01,KIRP tumor,KIRP,21.400665,1.8785206,30,42
TCGA-GL-A59T-01,KIRP tumor,KIRP,23.208017,2.75824,30,42
TCGA-UZ-A9PS-01,KIRP tumor,KIRP,21.783497,2.1417148,30,42
TCGA-BQ-5888-11,TCGA Normal,KIRP,20.670822,4.400408,30,42
TCGA-HE-A5NI-01,KIRP tumor,KIRP,23.187185,3.8743985,30,42
TCGA-G7-7502-01,KIRP tumor,KIRP,21.902374,2.5079987,30,42
TCGA-B1-7332-01,KIRP tumor,KIRP,22.539997,2.6528792,30,42
TCGA-DW-5561-01,KIRP tumor,KIRP,22.09182,3.7894192,30,42
TCGA-HE-A5NH-01,KIRP tumor,KIRP,21.793741,3.2762454,30,42
TCGA-2Z-A9J3-01,KIRP tumor,KIRP,23.172459,2.8356187,30,42
TCGA-BQ-7055-11,TCGA Normal,KIRP,20.946943,3.2262456,30,42
TCGA-B9-4113-01,KIRP tumor,KIRP,22.556328,1.7537122,30,42
TCGA-A4-A5DU-01,KIRP tumor,KIRP,23.639534,2.957039,30,42
TCGA-A4-8312-01,KIRP tumor,KIRP,20.560192,4.4885383,30,42
TCGA-P4-AAVM-01,KIRP tumor,KIRP,21.608486,-1.9743143,30,42
TCGA-2Z-A9J9-01,KIRP tumor,KIRP,21.364126,4.0815015,30,42
TCGA-BQ-5885-01,KIRP tumor,KIRP,21.654318,0.9527674,30,42
TCGA-BQ-5894-01,KIRP tumor,KIRP,23.103058,2.187385,30,42
TCGA-2Z-A9JL-01,KIRP tumor,KIRP,23.91037,1.9559909,30,42
GTEX-ZC5H-1726-SM-5HL7X,GTEx,GTEX,22.45497,3.7983844,30,42
GTEX-145MN-0326-SM-5QGQI,GTEx,GTEX,20.831099,4.346089,30,42
GTEX-ZYT6-2226-SM-5GIC9,GTEx,GTEX,19.934721,3.5234118,30,42
GTEX-ZDXO-0226-SM-4WKH7,GTEx,GTEX,22.823263,3.566752,30,42
GTEX-13112-2126-SM-5GCO4,GTEx,GTEX,22.011562,3.5622642,30,42
GTEX-12WSG-0826-SM-5EQ5A,GTEx,GTEX,21.259035,3.198647,30,42
GTEX-ZYFD-1526-SM-5NQ7T,GTEx,GTEX,22.915287,3.9334347,30,42
GTEX-13RTJ-2226-SM-5S2Q1,GTEx,GTEX,21.215418,4.1987414,30,42
GTEX-ZLFU-0926-SM-5P9F8,GTEx,GTEX,21.308197,3.6616845,30,42
GTEX-1399S-0526-SM-5IJG8,GTEx,GTEX,21.478516,3.6808755,30,42
GTEX-1497J-0826-SM-5NQAJ,GTEx,GTEX,20.83689,3.5541022,30,42
GTEX-11PRG-2226-SM-5GU5R,GTEx,GTEX,22.054071,3.5000837,30,42
GTEX-11OF3-1326-SM-5N9FJ,GTEx,GTEX,22.861095,3.5305083,30,42
GTEX-ZYFG-1626-SM-5GZYY,GTEx,GTEX,20.573446,4.2727475,30,42
GTEX-T5JC-1526-SM-4DM68,GTEx,GTEX,22.008337,3.1893563,30,42
GTEX-13O1R-2526-SM-5N9FW,GTEx,GTEX,23.380764,3.646143,30,42
GTEX-QLQW-1626-SM-4R1K1,GTEx,GTEX,22.436901,3.0292745,30,42
GTEX-12696-0926-SM-5FQTV,GTEx,GTEX,21.07331,3.968554,30,42
GTEX-13OW6-1826-SM-5N9F9,GTEx,GTEX,23.331982,3.344218,30,42
GTEX-ZE9C-1426-SM-4WKGM,GTEx,GTEX,21.208223,3.6350558,30,42
GTEX-Y5V6-2026-SM-5IFHO,GTEx,GTEX,22.935387,3.2211792,30,42
GTEX-XPVG-0526-SM-4B65N,GTEx,GTEX,21.20108,4.0974193,30,42
GTEX-13NYB-1726-SM-5N9G2,GTEx,GTEX,22.77746,2.9741516,30,42
GTEX-147F4-2626-SM-5Q5CS,GTEx,GTEX,21.359873,3.4317477,30,42
GTEX-N7MS-1626-SM-3LK5F,GTEx,GTEX,22.474283,2.75651,30,42
GTEX-NPJ8-2226-SM-3TW8D,GTEx,GTEX,22.867172,3.8254304,30,42
GTEX-WI4N-2026-SM-4OOS7,GTEx,GTEX,22.994934,3.8892188,30,42
